sales_document,document_type,sales_document_item,order_date,company_code,sales_organization,distribution_channel,sold_to_customer,material_id,order_priority,payment_terms,incoterms,order_quantity,net_unit_price,discount_pct
10726,ZOR,10,2024-11-11,1000,EU02,Online,C008,MAT005,Medium,PREPAID,EXW,9,188.42,0.15
10727,ZOR,10,2024-12-01,2000,EU01,Retail,C010,MAT005,Critical,PREPAID,DAP,9,1445.09,0.2
10728,ZOR,10,2023-10-03,1000,EU02,Partner,C002,MAT005,Low,NET30,DAP,7,447.74,0.05
10729,OR,10,2024-10-29,2000,DE01,Retail,C001,MAT002,Low,NET30,EXW,8,946.89,0.2
10730,OR,10,2024-04-30,2000,DE01,Inside Sales,C001,MAT001,High,COD,EXW,4,507.44,0.05
10731,OR,10,2023-09-02,2000,EU01,Online,C008,MAT005,Medium,NET30,DAP,2,1772.73,0.0
10732,OR,10,2023-01-25,1000,DE01,Inside Sales,C007,MAT005,Medium,PREPAID,FCA,11,421.9,0.0
10733,ZOR,10,2023-05-17,1000,EU01,Partner,C005,MAT001,Low,NET45,DAP,12,489.81,0.1
10734,OR,10,2024-12-27,2000,DE01,Retail,C006,MAT008,Critical,PREPAID,DAP,1,1677.71,0.0
10735,ZOR,10,2024-02-28,2000,DE01,Online,C004,MAT007,Critical,PREPAID,EXW,11,52.0,0.1
10736,OR,10,2024-03-11,2000,EU01,Online,C004,MAT008,Critical,PREPAID,DAP,1,477.27,0.05
10737,ZOR,10,2024-02-11,2000,EU02,Retail,C007,MAT006,Medium,PREPAID,FCA,8,738.95,0.0
10738,OR,10,2023-01-18,1000,DE01,Partner,C007,MAT002,Critical,COD,EXW,4,1137.5,0.0
10739,ZOR,10,2023-02-25,1000,DE01,Retail,C010,MAT004,Critical,PREPAID,DAP,9,309.78,0.15
10740,ZOR,10,2024-08-25,1000,EU02,Partner,C008,MAT004,Medium,COD,FCA,8,607.82,0.0
10741,ZOR,10,2023-11-17,1000,EU02,Inside Sales,C010,MAT003,Medium,NET45,DAP,4,871.47,0.0
10742,ZOR,10,2024-02-29,2000,DE01,Online,C003,MAT004,High,NET30,DAP,4,1624.46,0.0
10743,ZOR,10,2023-02-13,2000,EU02,Inside Sales,C007,MAT007,Critical,COD,FCA,6,1100.24,0.15
10744,ZOR,10,2023-06-28,1000,EU01,Inside Sales,C008,MAT003,Medium,COD,EXW,10,1105.66,0.0
10745,OR,10,2024-11-30,1000,DE01,Retail,C005,MAT002,Critical,NET30,DAP,3,738.65,0.0
10746,ZOR,10,2023-06-15,2000,DE01,Inside Sales,C005,MAT003,High,COD,FCA,11,1312.5,0.05
10747,ZOR,10,2023-08-22,1000,EU02,Partner,C004,MAT002,High,NET45,DAP,6,1246.55,0.0
10748,OR,10,2023-07-25,2000,EU02,Partner,C002,MAT004,High,PREPAID,FCA,12,1191.7,0.0
10749,ZOR,10,2024-07-15,2000,EU01,Inside Sales,C002,MAT004,High,NET30,DAP,7,1449.72,0.1
10750,ZOR,10,2023-04-22,1000,EU01,Partner,C002,MAT005,Medium,PREPAID,EXW,6,852.9,0.05
10751,OR,10,2024-10-14,1000,EU02,Retail,C008,MAT001,Low,COD,FCA,5,1606.03,0.0
10752,ZOR,10,2023-07-05,1000,EU01,Online,C003,MAT005,Medium,NET30,FCA,2,1271.31,0.1
10753,OR,10,2023-11-04,1000,EU02,Online,C005,MAT003,High,COD,EXW,3,1353.83,0.2
10754,ZOR,10,2024-05-23,2000,EU01,Partner,C010,MAT003,Medium,NET30,FCA,6,381.18,0.2
10755,OR,10,2023-06-16,1000,DE01,Online,C003,MAT006,Low,NET45,FCA,4,125.65,0.05
10756,ZOR,10,2024-09-25,2000,EU01,Partner,C001,MAT005,Low,COD,DAP,6,205.1,0.2
10757,ZOR,10,2023-07-26,1000,DE01,Retail,C002,MAT007,High,NET30,FCA,5,1786.77,0.0
10758,OR,10,2024-08-22,1000,EU01,Online,C009,MAT006,High,COD,FCA,7,1414.92,0.15
10759,ZOR,10,2024-01-03,2000,EU01,Partner,C005,MAT002,Medium,COD,EXW,6,868.53,0.05
10760,OR,10,2023-11-18,1000,DE01,Retail,C007,MAT003,Low,NET45,EXW,11,603.71,0.2
10761,OR,10,2023-03-22,1000,EU02,Online,C002,MAT008,High,NET45,EXW,9,1390.69,0.1
10762,ZOR,10,2024-10-03,1000,EU01,Online,C009,MAT001,Low,COD,FCA,1,218.57,0.05
10763,ZOR,10,2023-05-27,1000,DE01,Partner,C006,MAT002,Medium,NET45,DAP,3,1066.39,0.05
10764,ZOR,10,2023-09-14,1000,EU01,Partner,C007,MAT008,Critical,PREPAID,DAP,4,217.83,0.2
10765,ZOR,10,2023-01-26,1000,EU01,Online,C008,MAT003,Critical,PREPAID,EXW,9,987.34,0.15
10766,ZOR,10,2024-12-19,1000,DE01,Partner,C001,MAT006,High,NET30,FCA,7,812.41,0.2
10767,OR,10,2024-11-23,1000,EU01,Partner,C004,MAT006,High,NET45,EXW,8,1347.38,0.0
10768,OR,10,2023-10-04,2000,EU01,Retail,C002,MAT005,Low,NET30,DAP,5,959.6,0.0
10769,ZOR,10,2023-01-18,2000,DE01,Online,C004,MAT001,Low,PREPAID,EXW,12,1477.8,0.0
10770,OR,10,2023-09-24,1000,EU01,Partner,C010,MAT004,Critical,PREPAID,FCA,12,1664.91,0.0
10771,ZOR,10,2023-02-25,1000,DE01,Online,C001,MAT003,Medium,PREPAID,EXW,9,1779.01,0.0
10772,ZOR,10,2024-09-06,1000,EU02,Online,C009,MAT007,Critical,COD,EXW,5,1182.06,0.05
10773,ZOR,10,2024-08-14,2000,DE01,Inside Sales,C005,MAT003,Low,COD,FCA,12,576.62,0.0
10774,ZOR,10,2023-02-12,2000,DE01,Inside Sales,C010,MAT006,Medium,NET45,FCA,11,397.51,0.15
10775,OR,10,2024-05-30,2000,DE01,Online,C005,MAT001,Critical,NET45,DAP,7,109.12,0.05
10776,OR,10,2024-11-18,1000,EU01,Online,C004,MAT007,Low,PREPAID,DAP,5,766.66,0.0
10777,ZOR,10,2023-09-08,1000,EU01,Partner,C004,MAT007,Medium,NET45,EXW,10,151.46,0.0
10778,OR,10,2024-07-10,1000,EU01,Online,C005,MAT006,Critical,PREPAID,DAP,7,1282.03,0.0
10779,ZOR,10,2024-12-23,2000,EU02,Online,C008,MAT007,Medium,NET45,FCA,8,46.0,0.0
10780,ZOR,10,2024-11-04,1000,EU02,Retail,C008,MAT008,Medium,COD,EXW,11,369.93,0.0
10781,ZOR,10,2024-05-23,1000,DE01,Retail,C001,MAT005,High,NET45,DAP,8,921.17,0.2
10782,ZOR,10,2023-10-09,2000,EU02,Online,C002,MAT001,Medium,PREPAID,DAP,8,1455.81,0.0
10783,ZOR,10,2023-11-20,2000,EU02,Partner,C008,MAT008,High,NET30,DAP,2,1757.45,0.05
10784,OR,10,2023-10-05,2000,EU02,Inside Sales,C002,MAT001,Critical,COD,FCA,6,1124.7,0.2
10785,OR,10,2023-06-27,1000,EU01,Inside Sales,C007,MAT007,High,COD,DAP,2,1776.06,0.15
10786,ZOR,10,2023-12-15,2000,EU01,Retail,C001,MAT005,Low,NET45,EXW,7,1320.38,0.15
10787,OR,10,2023-11-21,1000,DE01,Partner,C005,MAT004,Low,NET30,EXW,3,486.19,0.1
10788,ZOR,10,2023-04-13,2000,DE01,Inside Sales,C007,MAT007,High,COD,DAP,4,972.72,0.1
10789,OR,10,2024-06-25,1000,EU01,Partner,C005,MAT004,Low,NET30,DAP,8,879.79,0.0
10790,ZOR,10,2023-02-24,1000,EU01,Partner,C008,MAT006,High,NET30,FCA,9,1031.91,0.0
10791,ZOR,10,2023-10-27,1000,EU02,Online,C003,MAT003,Critical,NET30,FCA,4,85.9,0.0
10792,ZOR,10,2023-02-17,1000,EU02,Partner,C006,MAT005,High,COD,DAP,8,152.54,0.0
10793,ZOR,10,2023-08-29,2000,EU01,Online,C009,MAT007,High,NET30,EXW,4,1766.71,0.0
10794,OR,10,2023-05-29,2000,EU02,Partner,C007,MAT002,Low,NET30,FCA,10,497.39,0.0
10795,OR,10,2023-11-04,1000,DE01,Inside Sales,C009,MAT004,Low,PREPAID,FCA,6,980.25,0.1
10796,OR,10,2023-04-28,2000,EU02,Partner,C007,MAT003,Medium,NET30,DAP,4,826.55,0.05
10797,OR,10,2023-04-09,2000,EU01,Retail,C007,MAT005,Medium,PREPAID,EXW,9,243.63,0.15
10798,OR,10,2024-01-12,1000,EU02,Online,C007,MAT002,Medium,PREPAID,DAP,6,1033.47,0.2
10799,OR,10,2024-03-12,1000,EU01,Partner,C001,MAT002,Critical,NET45,EXW,11,263.51,0.2
10800,OR,10,2024-04-10,2000,EU02,Inside Sales,C007,MAT007,Low,NET45,FCA,2,287.64,0.2
10801,OR,10,2024-02-23,1000,DE01,Partner,C003,MAT007,High,NET45,FCA,6,780.74,0.0
10802,OR,10,2024-09-12,2000,EU01,Online,C005,MAT008,Critical,COD,FCA,6,1314.43,0.0
10803,ZOR,10,2024-08-04,1000,EU02,Online,C009,MAT003,Critical,PREPAID,EXW,1,1584.78,0.0
10804,ZOR,10,2024-09-09,1000,EU01,Online,C004,MAT007,Critical,PREPAID,EXW,2,360.47,0.0
10805,OR,10,2023-01-17,1000,DE01,Inside Sales,C006,MAT004,Low,COD,FCA,9,88.76,0.0
10806,ZOR,10,2023-02-27,1000,DE01,Inside Sales,C010,MAT004,High,NET45,DAP,11,1727.08,0.2
10807,OR,10,2023-01-15,1000,EU01,Inside Sales,C010,MAT003,High,NET45,FCA,6,1778.55,0.0
10808,OR,10,2023-05-07,2000,EU02,Online,C009,MAT003,High,PREPAID,EXW,7,238.22,0.0
10809,OR,10,2023-02-26,1000,EU02,Retail,C003,MAT003,Low,COD,EXW,4,1310.15,0.0
10810,ZOR,10,2024-02-13,2000,EU01,Partner,C008,MAT006,High,NET45,FCA,4,1493.49,0.1
10811,OR,10,2023-07-12,1000,DE01,Partner,C003,MAT006,Medium,NET45,DAP,12,930.56,0.0
10812,OR,10,2024-08-17,2000,DE01,Partner,C007,MAT002,Low,PREPAID,EXW,3,446.23,0.0
10813,OR,10,2023-12-08,1000,EU01,Online,C005,MAT003,Medium,COD,DAP,8,1716.14,0.15
10814,ZOR,10,2024-03-11,2000,EU01,Inside Sales,C009,MAT003,Medium,NET45,FCA,7,942.02,0.0
10815,ZOR,10,2024-12-08,1000,EU02,Inside Sales,C006,MAT001,Low,COD,FCA,4,167.02,0.15
10816,ZOR,10,2023-12-29,2000,EU01,Online,C009,MAT006,Critical,NET45,DAP,5,1165.35,0.2
10817,ZOR,10,2024-11-17,1000,EU02,Online,C001,MAT003,High,NET30,FCA,7,806.73,0.0
10818,ZOR,10,2024-08-08,2000,EU02,Online,C005,MAT001,High,PREPAID,FCA,10,380.43,0.05
10819,ZOR,10,2024-03-02,1000,DE01,Online,C002,MAT006,High,NET45,EXW,11,588.12,0.0
10820,OR,10,2024-01-19,2000,DE01,Inside Sales,C007,MAT005,Low,COD,EXW,10,1315.33,0.0
10821,OR,10,2024-12-19,1000,EU01,Online,C002,MAT002,Critical,COD,DAP,4,1751.51,0.0
10822,ZOR,10,2024-08-05,2000,DE01,Online,C006,MAT008,Critical,NET45,FCA,9,1663.41,0.15
10823,OR,10,2023-04-28,1000,EU01,Partner,C008,MAT003,Low,NET30,DAP,12,565.35,0.0
10824,OR,10,2023-10-24,2000,EU01,Partner,C010,MAT006,High,NET30,DAP,10,1626.64,0.05
10825,OR,10,2024-08-29,2000,EU01,Partner,C002,MAT003,High,NET30,DAP,1,1006.63,0.05
10826,OR,10,2023-01-22,2000,DE01,Partner,C003,MAT007,Low,COD,EXW,6,608.81,0.0
10827,OR,10,2023-04-20,2000,EU02,Online,C008,MAT008,Medium,NET30,FCA,9,327.76,0.05
10828,ZOR,10,2023-07-19,1000,DE01,Retail,C002,MAT008,Critical,COD,EXW,5,260.23,0.05
10829,OR,10,2024-06-08,1000,EU01,Retail,C009,MAT005,Low,NET30,FCA,12,794.22,0.1
10830,OR,10,2024-10-01,1000,DE01,Inside Sales,C009,MAT001,High,NET45,FCA,12,929.11,0.15
10831,ZOR,10,2024-08-30,1000,DE01,Retail,C004,MAT007,Medium,PREPAID,EXW,11,660.66,0.0
10832,OR,10,2024-06-09,2000,EU02,Online,C004,MAT004,Low,COD,DAP,1,643.06,0.2
10833,ZOR,10,2023-01-22,2000,DE01,Partner,C009,MAT006,High,PREPAID,EXW,9,1445.57,0.0
10834,ZOR,10,2023-08-18,2000,DE01,Partner,C010,MAT006,Medium,PREPAID,EXW,4,1664.82,0.0
10835,OR,10,2024-07-22,2000,DE01,Partner,C003,MAT004,Medium,COD,FCA,6,323.82,0.0
10836,ZOR,10,2023-04-24,2000,EU02,Online,C007,MAT008,Critical,PREPAID,EXW,2,160.63,0.0
10837,OR,10,2023-09-01,1000,DE01,Retail,C005,MAT001,Medium,NET30,DAP,11,451.36,0.1
10838,OR,10,2023-02-28,1000,DE01,Online,C002,MAT008,Medium,PREPAID,DAP,10,99.1,0.0
10839,ZOR,10,2023-12-13,1000,DE01,Inside Sales,C006,MAT002,Critical,NET30,DAP,12,732.51,0.15
10840,ZOR,10,2024-11-27,1000,EU01,Retail,C010,MAT003,Medium,NET45,EXW,11,829.07,0.0
10841,ZOR,10,2024-12-18,2000,EU02,Retail,C008,MAT007,Critical,NET30,EXW,4,558.39,0.15
10842,OR,10,2024-03-15,2000,EU02,Online,C004,MAT008,Critical,PREPAID,EXW,4,1102.87,0.2
10843,ZOR,10,2023-01-17,1000,EU01,Inside Sales,C009,MAT002,Critical,COD,FCA,7,489.09,0.15
10844,ZOR,10,2024-05-01,1000,DE01,Retail,C010,MAT006,Low,NET45,FCA,11,273.51,0.1
10845,OR,10,2023-08-28,1000,EU02,Retail,C007,MAT006,High,COD,FCA,1,286.99,0.2
10846,OR,10,2024-03-06,1000,EU01,Inside Sales,C007,MAT004,Low,PREPAID,EXW,3,414.26,0.15
10847,OR,10,2024-07-27,1000,EU02,Retail,C007,MAT004,High,COD,DAP,9,1136.45,0.2
10848,ZOR,10,2024-01-10,2000,DE01,Online,C005,MAT007,Medium,NET45,DAP,8,795.4,0.0
10849,OR,10,2024-02-17,2000,EU01,Retail,C007,MAT007,Low,NET30,FCA,12,121.15,0.15
10850,ZOR,10,2023-09-13,1000,EU01,Online,C004,MAT003,High,COD,FCA,12,1747.15,0.2
10851,ZOR,10,2024-03-23,1000,DE01,Retail,C006,MAT006,Low,NET30,EXW,11,708.13,0.2
10852,OR,10,2024-03-16,1000,DE01,Retail,C006,MAT004,Low,PREPAID,DAP,4,753.99,0.2
10853,OR,10,2024-09-13,1000,DE01,Retail,C002,MAT007,High,PREPAID,FCA,6,1670.08,0.2
10854,OR,10,2023-03-12,1000,EU02,Partner,C002,MAT006,Low,NET30,DAP,10,1555.44,0.0
10855,OR,10,2023-08-14,2000,EU02,Inside Sales,C005,MAT005,Medium,PREPAID,EXW,7,1565.07,0.0
10856,ZOR,10,2023-05-28,1000,EU01,Inside Sales,C006,MAT006,Medium,COD,FCA,5,1448.83,0.0
10857,ZOR,10,2023-01-18,1000,EU02,Partner,C003,MAT005,Medium,NET45,EXW,5,1013.5,0.2
10858,OR,10,2023-02-20,2000,EU02,Inside Sales,C004,MAT005,Critical,PREPAID,DAP,2,424.36,0.0
10859,OR,10,2023-01-20,2000,EU02,Retail,C009,MAT001,Low,COD,FCA,9,1050.81,0.1
10860,ZOR,10,2023-06-14,1000,EU01,Partner,C001,MAT008,High,NET30,DAP,1,59.88,0.0
10861,ZOR,10,2024-08-24,2000,EU01,Inside Sales,C003,MAT003,Low,PREPAID,DAP,6,450.95,0.15
10862,ZOR,10,2024-05-10,1000,EU02,Inside Sales,C001,MAT002,Low,NET45,DAP,11,1315.74,0.1
10863,ZOR,10,2023-06-25,2000,EU01,Partner,C006,MAT002,Low,NET30,FCA,8,228.25,0.0
10864,OR,10,2023-04-12,1000,EU01,Inside Sales,C008,MAT006,High,NET30,EXW,3,512.88,0.1
10865,ZOR,10,2024-03-06,1000,EU02,Inside Sales,C010,MAT005,Medium,PREPAID,DAP,6,1188.97,0.15
10866,OR,10,2024-02-24,2000,EU01,Online,C008,MAT008,Low,PREPAID,EXW,1,381.38,0.0
10867,OR,10,2023-08-23,1000,DE01,Partner,C001,MAT002,High,NET45,EXW,10,430.92,0.1
10868,OR,10,2023-05-10,1000,EU01,Partner,C006,MAT007,Medium,PREPAID,EXW,10,1104.15,0.0
10869,OR,10,2023-07-29,1000,DE01,Online,C002,MAT008,Low,PREPAID,DAP,3,711.39,0.0
10870,OR,10,2024-12-01,1000,EU02,Inside Sales,C009,MAT004,Low,NET30,DAP,10,1786.27,0.05
10871,OR,10,2023-06-29,2000,DE01,Inside Sales,C008,MAT004,High,PREPAID,DAP,2,964.37,0.0
10872,OR,10,2024-01-22,2000,DE01,Partner,C005,MAT004,Critical,PREPAID,FCA,8,489.18,0.05
10873,OR,10,2023-07-09,1000,EU01,Partner,C003,MAT002,Critical,NET45,DAP,5,970.32,0.2
10874,ZOR,10,2023-07-09,2000,EU01,Partner,C005,MAT006,Critical,PREPAID,DAP,10,536.38,0.0
10875,OR,10,2023-05-19,1000,EU02,Online,C002,MAT007,Medium,COD,FCA,6,1675.85,0.0
10876,ZOR,10,2024-06-19,2000,DE01,Partner,C002,MAT004,Low,NET30,DAP,7,775.64,0.0
10877,ZOR,10,2023-01-21,2000,DE01,Retail,C009,MAT006,Low,COD,DAP,11,462.01,0.0
10878,OR,10,2023-11-04,2000,DE01,Partner,C006,MAT001,Low,COD,EXW,9,606.37,0.1
10879,OR,10,2023-01-29,1000,EU02,Online,C007,MAT008,High,NET45,EXW,11,1150.1,0.2
10880,ZOR,10,2023-11-25,1000,DE01,Inside Sales,C002,MAT006,High,NET45,EXW,7,1483.87,0.05
10881,ZOR,10,2024-06-20,1000,EU02,Retail,C004,MAT003,Medium,COD,FCA,10,540.19,0.2
10882,ZOR,10,2023-04-21,2000,DE01,Partner,C006,MAT007,Medium,NET30,EXW,6,1329.19,0.15
10883,ZOR,10,2023-08-15,1000,DE01,Online,C010,MAT005,Low,NET45,FCA,2,1243.15,0.15
10884,OR,10,2023-07-25,1000,EU01,Partner,C010,MAT008,Medium,NET30,EXW,1,895.11,0.0
10885,OR,10,2023-07-10,2000,EU01,Retail,C007,MAT004,High,NET45,DAP,7,982.0,0.05
10886,ZOR,10,2023-08-31,1000,EU01,Partner,C005,MAT004,Medium,PREPAID,EXW,7,220.91,0.0
10887,OR,10,2023-01-08,2000,DE01,Partner,C010,MAT006,Low,NET30,FCA,10,435.44,0.05
10888,ZOR,10,2024-02-09,1000,EU01,Partner,C005,MAT001,Medium,NET45,DAP,4,1471.52,0.0
10889,ZOR,10,2024-07-18,1000,EU01,Partner,C006,MAT001,Medium,COD,DAP,11,1161.94,0.15
10890,OR,10,2023-12-29,1000,EU02,Partner,C002,MAT001,Critical,NET45,FCA,7,1476.35,0.0
10891,OR,10,2024-07-11,1000,DE01,Retail,C002,MAT005,High,NET45,EXW,10,534.2,0.05
10892,ZOR,10,2024-12-06,2000,DE01,Partner,C005,MAT008,Low,COD,FCA,11,526.11,0.0
10893,ZOR,10,2024-04-01,1000,DE01,Online,C009,MAT001,Medium,COD,DAP,11,1564.0,0.0
10894,ZOR,10,2023-03-08,2000,EU02,Partner,C008,MAT008,Medium,NET30,FCA,2,704.53,0.2
10895,ZOR,10,2024-04-06,1000,EU01,Retail,C006,MAT001,Critical,COD,FCA,10,1651.1,0.2
10896,OR,10,2024-03-29,1000,EU01,Partner,C004,MAT005,Critical,PREPAID,DAP,4,214.84,0.2
10897,ZOR,10,2024-07-25,1000,EU01,Partner,C009,MAT007,High,COD,EXW,7,827.93,0.0
10898,ZOR,10,2023-12-13,1000,DE01,Retail,C007,MAT002,Critical,COD,EXW,3,254.31,0.15
10899,ZOR,10,2023-05-08,1000,DE01,Online,C003,MAT002,Critical,NET45,EXW,6,633.7,0.0
10900,ZOR,10,2024-10-08,2000,EU02,Partner,C010,MAT007,Low,NET30,FCA,2,1732.47,0.0
10901,OR,10,2023-02-14,2000,DE01,Retail,C003,MAT006,High,PREPAID,DAP,6,245.16,0.05
10902,OR,10,2024-01-16,2000,DE01,Partner,C004,MAT008,High,PREPAID,FCA,10,223.75,0.0
10903,OR,10,2023-02-14,2000,EU02,Inside Sales,C006,MAT001,Low,NET30,EXW,8,248.17,0.05
10904,OR,10,2024-09-20,1000,EU01,Partner,C005,MAT006,Medium,COD,EXW,8,1026.41,0.0
10905,OR,10,2024-09-30,2000,EU01,Online,C002,MAT008,Medium,NET30,FCA,11,324.42,0.0
10906,OR,10,2023-05-31,1000,DE01,Online,C005,MAT003,Low,COD,EXW,5,70.49,0.1
10907,ZOR,10,2023-01-17,2000,EU01,Partner,C007,MAT005,Low,COD,FCA,7,355.63,0.1
10908,OR,10,2023-08-01,2000,DE01,Partner,C006,MAT004,High,COD,DAP,9,1593.69,0.0
10909,ZOR,10,2023-12-20,1000,DE01,Partner,C008,MAT002,Critical,NET45,DAP,3,1738.39,0.15
10910,ZOR,10,2024-03-06,1000,EU02,Online,C008,MAT003,Low,NET45,DAP,8,1295.14,0.0
10911,ZOR,10,2023-08-22,1000,DE01,Retail,C008,MAT005,Low,NET45,EXW,7,497.23,0.2
10912,ZOR,10,2024-11-12,2000,DE01,Inside Sales,C004,MAT002,High,COD,EXW,2,282.27,0.0
10913,OR,10,2023-03-09,1000,EU01,Inside Sales,C001,MAT005,Medium,PREPAID,FCA,3,322.6,0.0
10914,ZOR,10,2024-04-23,2000,EU02,Partner,C002,MAT003,Critical,PREPAID,EXW,4,1003.1,0.0
10915,OR,10,2024-07-01,2000,EU02,Partner,C010,MAT003,Medium,COD,FCA,12,1433.23,0.2
10916,ZOR,10,2023-06-16,1000,DE01,Partner,C005,MAT001,Low,PREPAID,DAP,7,1196.08,0.15
10917,ZOR,10,2024-11-23,2000,EU02,Partner,C007,MAT004,Critical,COD,DAP,11,1513.85,0.0
10918,OR,10,2023-12-05,1000,DE01,Retail,C003,MAT003,Critical,NET30,DAP,4,1286.17,0.15
10919,OR,10,2024-05-27,2000,DE01,Retail,C006,MAT008,Low,COD,EXW,12,710.59,0.2
10920,OR,10,2023-01-23,1000,EU01,Inside Sales,C002,MAT004,Critical,PREPAID,DAP,11,653.09,0.1
10921,OR,10,2024-01-07,2000,EU01,Retail,C001,MAT007,High,PREPAID,EXW,3,1050.78,0.05
10922,OR,10,2023-10-14,2000,EU02,Inside Sales,C004,MAT005,Critical,PREPAID,DAP,9,516.23,0.0
10923,OR,10,2023-11-22,1000,EU02,Inside Sales,C007,MAT002,Medium,NET30,DAP,1,776.63,0.0
10924,ZOR,10,2023-05-26,1000,EU02,Partner,C010,MAT005,Medium,NET30,DAP,7,201.3,0.0
10925,OR,10,2023-06-24,1000,EU02,Retail,C001,MAT008,Medium,NET30,FCA,5,1763.72,0.15
10926,OR,10,2024-08-05,2000,EU02,Retail,C001,MAT005,Medium,NET30,FCA,10,367.21,0.1
10927,ZOR,10,2024-08-13,2000,EU01,Inside Sales,C001,MAT002,High,NET30,DAP,5,171.83,0.15
10928,ZOR,10,2023-02-21,1000,DE01,Partner,C002,MAT007,Critical,COD,FCA,7,1017.23,0.0
10929,ZOR,10,2023-05-30,1000,DE01,Inside Sales,C009,MAT006,Medium,NET45,FCA,2,847.12,0.0
10930,OR,10,2023-05-12,1000,EU02,Inside Sales,C005,MAT001,High,COD,EXW,9,669.02,0.0
10931,OR,10,2023-04-14,1000,DE01,Online,C004,MAT005,Low,COD,EXW,4,1053.53,0.15
10932,ZOR,10,2024-07-05,2000,DE01,Retail,C009,MAT007,Medium,NET30,DAP,1,640.41,0.15
10933,ZOR,10,2024-05-17,2000,DE01,Partner,C010,MAT006,Low,COD,FCA,10,435.85,0.0
10934,ZOR,10,2023-01-27,2000,EU02,Partner,C010,MAT004,Critical,NET45,EXW,10,263.97,0.1
10935,ZOR,10,2024-02-08,1000,DE01,Partner,C009,MAT006,Low,NET30,DAP,5,831.22,0.15
10936,ZOR,10,2024-03-05,1000,DE01,Online,C001,MAT003,Medium,COD,DAP,8,962.46,0.1
10937,ZOR,10,2023-10-04,2000,EU02,Online,C006,MAT003,Critical,COD,EXW,9,75.33,0.0
10938,OR,10,2023-11-14,1000,DE01,Inside Sales,C010,MAT005,Low,COD,DAP,10,298.91,0.1
10939,ZOR,10,2023-08-24,2000,EU01,Retail,C005,MAT001,Critical,COD,DAP,5,1535.15,0.1
10940,OR,10,2024-06-27,1000,EU02,Online,C002,MAT005,Medium,NET30,DAP,2,1491.6,0.0
10941,ZOR,10,2024-05-29,2000,DE01,Online,C008,MAT003,High,NET45,EXW,6,546.21,0.0
10942,ZOR,10,2023-01-01,2000,DE01,Partner,C009,MAT003,Medium,NET45,DAP,12,164.56,0.0
10943,ZOR,10,2024-01-15,2000,EU01,Retail,C009,MAT003,Critical,NET45,EXW,3,1163.85,0.0
10944,ZOR,10,2023-10-28,2000,EU02,Partner,C001,MAT004,High,NET45,EXW,1,453.94,0.0
10945,OR,10,2024-03-01,2000,EU01,Online,C009,MAT005,High,PREPAID,EXW,12,1566.03,0.0
10946,OR,10,2024-12-01,1000,DE01,Partner,C001,MAT006,Critical,NET45,DAP,11,775.23,0.0
10947,ZOR,10,2024-08-11,1000,EU02,Online,C001,MAT005,Medium,COD,EXW,11,1336.92,0.0
10948,OR,10,2024-12-07,2000,EU02,Retail,C006,MAT007,Low,COD,EXW,9,355.88,0.0
10949,ZOR,10,2024-09-29,2000,DE01,Online,C009,MAT002,Low,PREPAID,FCA,12,881.29,0.2
10950,ZOR,10,2024-06-21,2000,EU02,Retail,C009,MAT006,Critical,PREPAID,EXW,11,1704.5,0.0
10951,ZOR,10,2023-07-22,1000,EU02,Partner,C002,MAT008,Low,COD,EXW,2,1363.86,0.15
10952,OR,10,2024-12-03,2000,DE01,Online,C006,MAT008,Low,PREPAID,EXW,5,1595.3,0.05
10953,OR,10,2024-06-25,1000,DE01,Online,C009,MAT005,Low,PREPAID,FCA,11,284.01,0.1
10954,OR,10,2024-04-16,1000,DE01,Inside Sales,C008,MAT007,Medium,NET45,FCA,11,436.28,0.15
10955,ZOR,10,2023-11-15,2000,EU02,Retail,C004,MAT005,Medium,NET30,EXW,12,1373.01,0.2
10956,OR,10,2024-04-13,1000,DE01,Inside Sales,C003,MAT007,Low,PREPAID,EXW,4,1227.96,0.2
10957,ZOR,10,2023-06-22,1000,EU01,Inside Sales,C009,MAT006,Low,NET30,DAP,9,1252.88,0.15
10958,ZOR,10,2024-12-20,2000,EU02,Partner,C009,MAT002,Medium,COD,DAP,8,375.98,0.1
10959,OR,10,2024-03-12,2000,EU01,Inside Sales,C009,MAT002,Low,COD,FCA,6,164.6,0.1
10960,OR,10,2023-01-15,1000,EU02,Partner,C005,MAT006,Medium,NET45,EXW,11,147.55,0.0
10961,ZOR,10,2024-12-20,1000,EU02,Retail,C010,MAT008,Critical,NET30,FCA,2,632.25,0.05
10962,OR,10,2023-03-09,1000,EU01,Inside Sales,C003,MAT001,Critical,COD,FCA,1,1479.99,0.1
10963,ZOR,10,2023-01-22,1000,DE01,Inside Sales,C009,MAT003,Critical,NET45,DAP,4,278.45,0.0
10964,OR,10,2023-08-20,2000,EU01,Retail,C003,MAT002,High,PREPAID,FCA,8,161.91,0.05
10965,ZOR,10,2023-09-05,1000,EU02,Inside Sales,C001,MAT006,Medium,NET30,FCA,9,900.38,0.15
10966,OR,10,2024-01-20,1000,EU01,Retail,C001,MAT006,Critical,PREPAID,EXW,7,1150.46,0.0
10967,ZOR,10,2024-01-05,2000,EU01,Retail,C004,MAT006,Medium,PREPAID,DAP,5,642.83,0.15
