sales_document,sales_document_item,requested_delivery_date,plant,storage_location,shipping_condition
10605,10,2024-04-16,AMS1,WH-B,Pickup
10606,10,2024-01-28,BER1,WH-C,Standard
10607,10,2023-10-18,PAR1,WH-B,Express
10608,10,2023-10-20,BER1,WH-C,Standard
10609,10,2024-08-27,BER1,WH-B,Standard
10610,10,2024-08-11,PAR1,WH-A,Express
10611,10,2023-04-20,AMS1,WH-C,Express
10612,10,2024-10-19,BER1,WH-B,Express
10613,10,2024-12-21,AMS1,WH-C,Standard
10614,10,2024-03-19,PAR1,WH-A,Express
10615,10,2023-04-30,BER1,WH-A,Pickup
10616,10,2024-08-29,AMS1,WH-A,Pickup
10617,10,2024-02-14,AMS1,WH-C,Standard
10618,10,2024-03-29,AMS1,WH-A,Express
10619,10,2023-07-22,BER1,WH-A,Express
10620,10,2023-02-25,PAR1,WH-B,Standard
10621,10,2023-12-12,BER1,WH-A,Standard
10622,10,2024-10-29,BER1,WH-A,Standard
10623,10,2024-05-24,BER1,WH-A,Pickup
10624,10,2024-07-19,AMS1,WH-C,Pickup
10625,10,2023-03-26,BER1,WH-A,Express
10626,10,2023-09-04,AMS1,WH-A,Express
10627,10,2024-01-01,PAR1,WH-A,Pickup
10628,10,2023-10-19,BER1,WH-A,Express
10629,10,2023-03-24,AMS1,WH-C,Pickup
10630,10,2024-09-13,AMS1,WH-A,Express
10631,10,2024-08-13,AMS1,WH-B,Express
10632,10,2023-12-31,AMS1,WH-B,Pickup
10633,10,2023-08-31,BER1,WH-B,Pickup
10634,10,2023-09-18,PAR1,WH-C,Pickup
10635,10,2023-01-11,PAR1,WH-A,Pickup
10636,10,2024-05-27,BER1,WH-C,Standard
10637,10,2024-12-05,AMS1,WH-B,Pickup
10638,10,2023-06-17,AMS1,WH-A,Standard
10639,10,2024-06-25,BER1,WH-C,Standard
10640,10,2023-04-11,BER1,WH-A,Express
10641,10,2023-05-06,BER1,WH-A,Standard
10642,10,2023-11-17,PAR1,WH-B,Express
10643,10,2023-11-28,PAR1,WH-A,Pickup
10644,10,2023-03-01,AMS1,WH-B,Standard
10645,10,2024-04-05,PAR1,WH-C,Pickup
10646,10,2023-01-07,PAR1,WH-C,Pickup
10647,10,2023-05-17,AMS1,WH-C,Standard
10648,10,2023-08-13,AMS1,WH-A,Express
10649,10,2024-05-13,BER1,WH-C,Pickup
10650,10,2023-10-29,BER1,WH-C,Pickup
10651,10,2023-07-29,BER1,WH-B,Express
10652,10,2024-10-20,BER1,WH-B,Pickup
10653,10,2023-05-28,PAR1,WH-B,Pickup
10654,10,2023-06-11,AMS1,WH-A,Express
10655,10,2023-08-24,PAR1,WH-A,Standard
10656,10,2023-09-16,PAR1,WH-A,Standard
10657,10,2024-12-20,PAR1,WH-C,Pickup
10658,10,2023-03-12,AMS1,WH-B,Express
10659,10,2024-12-21,BER1,WH-B,Express
10660,10,2023-03-09,AMS1,WH-C,Express
10661,10,2023-11-15,AMS1,WH-A,Standard
10662,10,2023-12-31,BER1,WH-C,Pickup
10663,10,2023-12-25,PAR1,WH-A,Express
10664,10,2024-01-27,BER1,WH-A,Express
10665,10,2024-07-10,BER1,WH-B,Standard
10666,10,2024-02-07,BER1,WH-B,Express
10667,10,2024-11-25,PAR1,WH-B,Standard
10668,10,2023-10-17,AMS1,WH-A,Pickup
10669,10,2024-08-30,BER1,WH-B,Pickup
10670,10,2024-11-23,BER1,WH-A,Express
10671,10,2023-09-01,PAR1,WH-B,Standard
10672,10,2024-02-17,AMS1,WH-B,Standard
10673,10,2023-10-15,AMS1,WH-A,Express
10674,10,2023-01-17,PAR1,WH-B,Standard
10675,10,2023-01-29,AMS1,WH-B,Pickup
10676,10,2023-10-29,AMS1,WH-C,Pickup
10677,10,2024-06-10,BER1,WH-A,Standard
10678,10,2023-05-20,BER1,WH-B,Standard
10679,10,2023-06-22,AMS1,WH-C,Standard
10680,10,2023-04-27,BER1,WH-B,Standard
10681,10,2024-07-27,BER1,WH-B,Express
10682,10,2023-09-18,PAR1,WH-A,Standard
10683,10,2024-01-25,AMS1,WH-C,Express
10684,10,2023-02-10,BER1,WH-A,Pickup
10685,10,2024-10-06,BER1,WH-A,Standard
10686,10,2024-02-24,BER1,WH-C,Pickup
10687,10,2023-10-18,PAR1,WH-A,Standard
10688,10,2024-11-10,BER1,WH-C,Express
10689,10,2024-08-19,AMS1,WH-C,Express
10690,10,2024-09-09,PAR1,WH-C,Pickup
10691,10,2024-04-14,BER1,WH-B,Pickup
10692,10,2023-10-09,PAR1,WH-B,Pickup
10693,10,2024-01-16,AMS1,WH-C,Pickup
10694,10,2023-08-03,BER1,WH-B,Express
10695,10,2024-08-26,AMS1,WH-A,Express
10696,10,2024-04-15,PAR1,WH-B,Express
10697,10,2024-10-03,BER1,WH-C,Pickup
10698,10,2023-12-15,PAR1,WH-A,Standard
10699,10,2023-11-06,PAR1,WH-C,Standard
10700,10,2024-02-22,AMS1,WH-A,Express
10701,10,2024-12-29,BER1,WH-A,Standard
10702,10,2024-05-13,AMS1,WH-C,Pickup
10703,10,2024-02-13,AMS1,WH-B,Standard
10704,10,2024-06-11,PAR1,WH-C,Pickup
10705,10,2024-06-23,PAR1,WH-A,Standard
10706,10,2023-09-15,BER1,WH-A,Standard
10707,10,2023-02-16,PAR1,WH-B,Express
10708,10,2024-09-27,PAR1,WH-C,Express
10709,10,2024-03-07,AMS1,WH-B,Pickup
10710,10,2023-07-31,BER1,WH-A,Express
10711,10,2024-06-17,PAR1,WH-C,Pickup
10712,10,2024-11-11,BER1,WH-B,Pickup
10713,10,2023-11-30,BER1,WH-C,Pickup
10714,10,2023-05-20,BER1,WH-C,Express
10715,10,2024-02-16,BER1,WH-B,Express
10716,10,2024-12-18,PAR1,WH-A,Express
10717,10,2024-07-02,AMS1,WH-C,Standard
10718,10,2023-12-19,AMS1,WH-A,Pickup
10719,10,2023-01-17,BER1,WH-A,Pickup
10720,10,2024-11-24,AMS1,WH-C,Pickup
10721,10,2024-05-16,PAR1,WH-A,Express
10722,10,2023-07-26,PAR1,WH-B,Standard
10723,10,2023-07-09,PAR1,WH-C,Express
10724,10,2024-06-22,AMS1,WH-B,Pickup
10725,10,2024-09-02,PAR1,WH-C,Express
10726,10,2024-11-11,BER1,WH-C,Pickup
10727,10,2024-12-02,BER1,WH-C,Express
10728,10,2023-10-04,BER1,WH-C,Pickup
10729,10,2024-11-01,AMS1,WH-C,Express
10730,10,2024-05-04,PAR1,WH-B,Express
10731,10,2023-09-06,PAR1,WH-C,Express
10732,10,2023-01-28,AMS1,WH-B,Express
10733,10,2023-05-18,BER1,WH-B,Express
10734,10,2024-12-29,PAR1,WH-B,Pickup
10735,10,2024-02-29,AMS1,WH-B,Pickup
10736,10,2024-03-11,PAR1,WH-C,Pickup
10737,10,2024-02-13,PAR1,WH-C,Pickup
10738,10,2023-01-23,BER1,WH-B,Standard
10739,10,2023-03-04,PAR1,WH-A,Standard
10740,10,2024-08-31,PAR1,WH-A,Standard
10741,10,2023-11-19,PAR1,WH-A,Pickup
10742,10,2024-02-29,BER1,WH-A,Pickup
10743,10,2023-02-14,AMS1,WH-C,Express
10744,10,2023-07-05,BER1,WH-B,Standard
10745,10,2024-12-07,BER1,WH-A,Standard
10746,10,2023-06-17,AMS1,WH-B,Express
10747,10,2023-08-23,PAR1,WH-C,Pickup
10748,10,2023-07-25,AMS1,WH-A,Pickup
10749,10,2024-07-15,BER1,WH-A,Pickup
10750,10,2023-04-24,AMS1,WH-C,Pickup
10751,10,2024-10-16,BER1,WH-C,Express
10752,10,2023-07-07,BER1,WH-C,Express
10753,10,2023-11-05,BER1,WH-C,Pickup
10754,10,2024-05-28,AMS1,WH-A,Standard
10755,10,2023-06-20,PAR1,WH-B,Express
10756,10,2024-09-30,BER1,WH-C,Standard
10757,10,2023-07-26,BER1,WH-B,Pickup
10758,10,2024-08-24,AMS1,WH-C,Express
10759,10,2024-01-04,BER1,WH-A,Express
10760,10,2023-11-20,AMS1,WH-B,Express
10761,10,2023-03-24,AMS1,WH-A,Pickup
10762,10,2024-10-08,BER1,WH-B,Standard
10763,10,2023-05-28,AMS1,WH-A,Express
10764,10,2023-09-16,BER1,WH-B,Express
10765,10,2023-02-03,AMS1,WH-A,Standard
10766,10,2024-12-23,AMS1,WH-A,Express
10767,10,2024-11-23,PAR1,WH-B,Pickup
10768,10,2023-10-12,BER1,WH-A,Standard
10769,10,2023-01-22,PAR1,WH-B,Express
10770,10,2023-09-29,PAR1,WH-C,Standard
10771,10,2023-03-01,AMS1,WH-C,Express
10772,10,2024-09-11,PAR1,WH-B,Standard
10773,10,2024-08-14,PAR1,WH-C,Pickup
10774,10,2023-02-12,AMS1,WH-B,Pickup
10775,10,2024-06-02,BER1,WH-C,Express
10776,10,2024-11-26,AMS1,WH-B,Standard
10777,10,2023-09-15,BER1,WH-A,Standard
10778,10,2024-07-10,AMS1,WH-B,Pickup
10779,10,2024-12-31,AMS1,WH-B,Standard
10780,10,2024-11-06,PAR1,WH-B,Express
10781,10,2024-05-23,BER1,WH-C,Pickup
10782,10,2023-10-15,AMS1,WH-B,Standard
10783,10,2023-11-22,PAR1,WH-B,Express
10784,10,2023-10-13,PAR1,WH-B,Standard
10785,10,2023-07-05,PAR1,WH-A,Standard
10786,10,2023-12-21,AMS1,WH-A,Standard
10787,10,2023-11-23,BER1,WH-B,Pickup
10788,10,2023-04-14,BER1,WH-A,Express
10789,10,2024-07-01,PAR1,WH-A,Standard
10790,10,2023-02-25,BER1,WH-B,Pickup
10791,10,2023-10-31,BER1,WH-B,Express
10792,10,2023-02-17,BER1,WH-C,Pickup
10793,10,2023-09-06,PAR1,WH-B,Standard
10794,10,2023-06-01,PAR1,WH-A,Express
10795,10,2023-11-05,PAR1,WH-C,Pickup
10796,10,2023-05-01,BER1,WH-A,Express
10797,10,2023-04-12,BER1,WH-C,Express
10798,10,2024-01-15,AMS1,WH-C,Express
10799,10,2024-03-19,BER1,WH-B,Standard
10800,10,2024-04-11,BER1,WH-C,Pickup
10801,10,2024-02-24,BER1,WH-A,Pickup
10802,10,2024-09-16,PAR1,WH-A,Express
10803,10,2024-08-12,AMS1,WH-A,Standard
10804,10,2024-09-15,BER1,WH-A,Standard
10805,10,2023-01-22,BER1,WH-B,Standard
10806,10,2023-03-05,BER1,WH-A,Standard
10807,10,2023-01-15,BER1,WH-C,Pickup
10808,10,2023-05-07,BER1,WH-A,Pickup
10809,10,2023-03-05,AMS1,WH-A,Standard
10810,10,2024-02-13,PAR1,WH-C,Pickup
10811,10,2023-07-17,AMS1,WH-B,Standard
10812,10,2024-08-17,PAR1,WH-A,Pickup
10813,10,2023-12-11,AMS1,WH-B,Express
10814,10,2024-03-16,AMS1,WH-A,Standard
10815,10,2024-12-09,PAR1,WH-C,Express
10816,10,2024-01-05,AMS1,WH-A,Standard
10817,10,2024-11-22,PAR1,WH-B,Standard
10818,10,2024-08-10,PAR1,WH-C,Pickup
10819,10,2024-03-08,AMS1,WH-C,Standard
10820,10,2024-01-22,PAR1,WH-A,Express
10821,10,2024-12-19,BER1,WH-A,Pickup
10822,10,2024-08-11,BER1,WH-A,Standard
10823,10,2023-05-06,PAR1,WH-B,Standard
10824,10,2023-10-24,BER1,WH-C,Pickup
10825,10,2024-09-04,AMS1,WH-A,Standard
10826,10,2023-01-26,PAR1,WH-C,Express
10827,10,2023-04-28,AMS1,WH-C,Standard
10828,10,2023-07-24,PAR1,WH-B,Standard
10829,10,2024-06-09,PAR1,WH-B,Express
10830,10,2024-10-02,PAR1,WH-C,Pickup
10831,10,2024-08-30,BER1,WH-B,Pickup
10832,10,2024-06-10,BER1,WH-C,Express
10833,10,2023-01-22,AMS1,WH-A,Pickup
10834,10,2023-08-26,PAR1,WH-A,Standard
10835,10,2024-07-22,AMS1,WH-A,Pickup
10836,10,2023-04-26,BER1,WH-B,Pickup
10837,10,2023-09-07,BER1,WH-B,Standard
10838,10,2023-03-01,AMS1,WH-A,Express
10839,10,2023-12-13,PAR1,WH-B,Pickup
10840,10,2024-11-29,BER1,WH-B,Pickup
10841,10,2024-12-20,BER1,WH-B,Pickup
10842,10,2024-03-16,BER1,WH-B,Express
10843,10,2023-01-17,AMS1,WH-A,Pickup
10844,10,2024-05-02,BER1,WH-C,Express
10845,10,2023-08-28,PAR1,WH-B,Pickup
10846,10,2024-03-08,AMS1,WH-B,Pickup
10847,10,2024-08-02,AMS1,WH-C,Standard
10848,10,2024-01-12,BER1,WH-A,Express
10849,10,2024-02-22,PAR1,WH-B,Standard
10850,10,2023-09-14,AMS1,WH-C,Express
10851,10,2024-03-30,PAR1,WH-C,Standard
10852,10,2024-03-22,PAR1,WH-A,Standard
10853,10,2024-09-18,PAR1,WH-C,Standard
10854,10,2023-03-15,PAR1,WH-B,Express
10855,10,2023-08-17,BER1,WH-A,Express
10856,10,2023-05-28,PAR1,WH-B,Pickup
10857,10,2023-01-20,PAR1,WH-B,Express
10858,10,2023-02-24,BER1,WH-C,Express
10859,10,2023-01-24,PAR1,WH-A,Express
10860,10,2023-06-16,BER1,WH-B,Express
10861,10,2024-08-24,BER1,WH-C,Pickup
10862,10,2024-05-14,BER1,WH-B,Express
10863,10,2023-06-26,BER1,WH-A,Express
10864,10,2023-04-13,BER1,WH-A,Pickup
10865,10,2024-03-13,PAR1,WH-C,Standard
10866,10,2024-02-24,AMS1,WH-C,Pickup
10867,10,2023-08-30,BER1,WH-C,Standard
10868,10,2023-05-16,BER1,WH-C,Standard
10869,10,2023-08-05,BER1,WH-A,Standard
10870,10,2024-12-01,BER1,WH-B,Pickup
10871,10,2023-07-02,PAR1,WH-B,Express
10872,10,2024-01-28,PAR1,WH-A,Standard
10873,10,2023-07-10,PAR1,WH-A,Express
10874,10,2023-07-09,AMS1,WH-B,Pickup
10875,10,2023-05-25,AMS1,WH-A,Standard
10876,10,2024-06-21,AMS1,WH-B,Pickup
10877,10,2023-01-24,BER1,WH-A,Express
10878,10,2023-11-04,BER1,WH-A,Pickup
10879,10,2023-01-31,PAR1,WH-A,Pickup
10880,10,2023-11-30,AMS1,WH-C,Standard
10881,10,2024-06-21,PAR1,WH-A,Express
10882,10,2023-04-27,AMS1,WH-B,Standard
10883,10,2023-08-16,PAR1,WH-C,Express
10884,10,2023-07-27,AMS1,WH-A,Pickup
10885,10,2023-07-11,AMS1,WH-B,Express
10886,10,2023-09-01,BER1,WH-B,Express
10887,10,2023-01-10,AMS1,WH-C,Express
10888,10,2024-02-13,AMS1,WH-C,Express
10889,10,2024-07-20,AMS1,WH-C,Pickup
10890,10,2024-01-04,AMS1,WH-C,Standard
10891,10,2024-07-15,BER1,WH-A,Express
10892,10,2024-12-11,PAR1,WH-C,Standard
10893,10,2024-04-04,PAR1,WH-B,Express
10894,10,2023-03-09,AMS1,WH-A,Pickup
10895,10,2024-04-07,BER1,WH-A,Pickup
10896,10,2024-03-31,PAR1,WH-A,Express
10897,10,2024-07-25,AMS1,WH-C,Pickup
10898,10,2023-12-13,BER1,WH-A,Pickup
10899,10,2023-05-13,PAR1,WH-A,Standard
10900,10,2024-10-14,AMS1,WH-C,Standard
10901,10,2023-02-17,BER1,WH-B,Express
10902,10,2024-01-16,PAR1,WH-B,Pickup
10903,10,2023-02-18,AMS1,WH-B,Express
10904,10,2024-09-22,BER1,WH-A,Pickup
10905,10,2024-10-07,AMS1,WH-A,Standard
10906,10,2023-06-01,BER1,WH-B,Express
10907,10,2023-01-25,PAR1,WH-C,Standard
10908,10,2023-08-05,PAR1,WH-B,Express
10909,10,2023-12-27,PAR1,WH-A,Standard
10910,10,2024-03-11,AMS1,WH-C,Standard
10911,10,2023-08-25,AMS1,WH-B,Express
10912,10,2024-11-14,PAR1,WH-B,Express
10913,10,2023-03-15,AMS1,WH-B,Standard
10914,10,2024-04-23,BER1,WH-B,Pickup
10915,10,2024-07-03,AMS1,WH-C,Pickup
10916,10,2023-06-20,PAR1,WH-C,Express
10917,10,2024-11-28,BER1,WH-B,Standard
10918,10,2023-12-05,BER1,WH-B,Pickup
10919,10,2024-05-28,PAR1,WH-A,Pickup
10920,10,2023-01-27,PAR1,WH-B,Express
10921,10,2024-01-11,BER1,WH-A,Express
10922,10,2023-10-16,PAR1,WH-B,Express
10923,10,2023-11-30,PAR1,WH-A,Standard
10924,10,2023-05-30,BER1,WH-C,Express
10925,10,2023-06-28,PAR1,WH-A,Express
10926,10,2024-08-13,AMS1,WH-C,Standard
10927,10,2024-08-14,AMS1,WH-B,Pickup
10928,10,2023-02-25,PAR1,WH-C,Express
10929,10,2023-06-07,BER1,WH-A,Standard
10930,10,2023-05-18,BER1,WH-A,Standard
10931,10,2023-04-21,PAR1,WH-C,Standard
10932,10,2024-07-07,PAR1,WH-C,Express
10933,10,2024-05-21,AMS1,WH-C,Express
10934,10,2023-01-28,BER1,WH-C,Pickup
10935,10,2024-02-10,AMS1,WH-A,Express
10936,10,2024-03-11,AMS1,WH-A,Standard
10937,10,2023-10-09,BER1,WH-A,Standard
10938,10,2023-11-15,PAR1,WH-B,Pickup
10939,10,2023-08-25,PAR1,WH-C,Express
10940,10,2024-06-29,AMS1,WH-B,Express
10941,10,2024-06-06,PAR1,WH-A,Standard
10942,10,2023-01-02,AMS1,WH-B,Express
10943,10,2024-01-23,BER1,WH-C,Standard
10944,10,2023-10-29,PAR1,WH-C,Express
10945,10,2024-03-02,PAR1,WH-A,Express
10946,10,2024-12-03,PAR1,WH-A,Pickup
10947,10,2024-08-14,BER1,WH-C,Express
10948,10,2024-12-10,AMS1,WH-C,Express
10949,10,2024-10-07,PAR1,WH-C,Standard
10950,10,2024-06-21,AMS1,WH-C,Pickup
10951,10,2023-07-25,AMS1,WH-B,Express
10952,10,2024-12-10,AMS1,WH-C,Standard
10953,10,2024-06-27,AMS1,WH-C,Pickup
10954,10,2024-04-21,AMS1,WH-A,Standard
10955,10,2023-11-16,AMS1,WH-B,Express
10956,10,2024-04-17,BER1,WH-B,Express
10957,10,2023-06-30,BER1,WH-A,Standard
10958,10,2024-12-28,PAR1,WH-A,Standard
10959,10,2024-03-13,AMS1,WH-C,Express
10960,10,2023-01-20,BER1,WH-B,Standard
10961,10,2024-12-21,AMS1,WH-A,Pickup
10962,10,2023-03-15,PAR1,WH-B,Standard
10963,10,2023-01-29,BER1,WH-A,Standard
10964,10,2023-08-26,BER1,WH-B,Standard
10965,10,2023-09-05,BER1,WH-A,Pickup
10966,10,2024-01-25,BER1,WH-A,Standard
10967,10,2024-01-11,AMS1,WH-B,Standard
10968,10,2024-11-13,AMS1,WH-A,Express
10969,10,2023-06-14,AMS1,WH-A,Pickup
10970,10,2023-08-09,BER1,WH-C,Express
10971,10,2024-02-21,AMS1,WH-A,Pickup
10972,10,2024-11-06,PAR1,WH-A,Express
10973,10,2024-03-20,PAR1,WH-B,Standard
10974,10,2023-07-10,AMS1,WH-A,Standard
10975,10,2023-12-18,AMS1,WH-A,Express
10976,10,2024-03-10,PAR1,WH-A,Express
10977,10,2023-11-17,AMS1,WH-A,Express
10978,10,2024-09-07,AMS1,WH-C,Standard
10979,10,2024-07-14,PAR1,WH-B,Standard
10980,10,2023-11-20,BER1,WH-B,Express
10981,10,2024-04-22,AMS1,WH-C,Pickup
10982,10,2024-02-26,AMS1,WH-C,Standard
10983,10,2024-05-27,PAR1,WH-A,Pickup
10984,10,2024-08-28,BER1,WH-B,Pickup
10985,10,2023-07-12,BER1,WH-A,Standard
10986,10,2023-10-20,PAR1,WH-B,Pickup
10987,10,2023-05-29,AMS1,WH-C,Standard
10988,10,2023-12-04,AMS1,WH-C,Express
10989,10,2023-11-15,AMS1,WH-C,Express
10990,10,2023-03-03,BER1,WH-B,Express
10991,10,2024-07-17,BER1,WH-B,Pickup
10992,10,2024-04-07,BER1,WH-C,Standard
10993,10,2023-09-28,AMS1,WH-A,Express
10994,10,2024-04-25,BER1,WH-A,Express
10995,10,2024-05-24,BER1,WH-A,Standard
10996,10,2024-02-17,AMS1,WH-C,Standard
10997,10,2023-01-20,BER1,WH-A,Standard
10998,10,2023-06-08,BER1,WH-B,Pickup
10999,10,2023-12-29,BER1,WH-B,Pickup
11000,10,2023-04-01,AMS1,WH-A,Standard
11001,10,2023-06-05,PAR1,WH-B,Pickup
11002,10,2024-06-05,BER1,WH-A,Standard
11003,10,2023-09-27,PAR1,WH-C,Standard
11004,10,2023-08-29,BER1,WH-A,Pickup
11005,10,2024-02-21,PAR1,WH-B,Standard
11006,10,2024-08-09,AMS1,WH-B,Pickup
11007,10,2023-10-12,AMS1,WH-C,Standard
11008,10,2024-03-24,PAR1,WH-B,Standard
11009,10,2023-04-25,PAR1,WH-B,Pickup
11010,10,2023-08-06,AMS1,WH-B,Express
11011,10,2025-01-01,AMS1,WH-A,Standard
11012,10,2024-03-14,AMS1,WH-C,Standard
11013,10,2024-03-13,AMS1,WH-C,Express
11014,10,2023-05-08,BER1,WH-B,Pickup
11015,10,2024-10-20,PAR1,WH-B,Pickup
11016,10,2024-12-17,BER1,WH-A,Express
11017,10,2024-07-19,AMS1,WH-B,Standard
11018,10,2024-05-02,AMS1,WH-B,Pickup
11019,10,2023-10-14,PAR1,WH-B,Pickup
11020,10,2024-02-05,BER1,WH-C,Express
11021,10,2024-08-24,AMS1,WH-A,Standard
11022,10,2024-04-13,PAR1,WH-C,Express
11023,10,2023-06-06,AMS1,WH-A,Standard
11024,10,2024-01-01,PAR1,WH-A,Express
11025,10,2024-11-12,AMS1,WH-C,Pickup
11026,10,2023-10-17,AMS1,WH-B,Pickup
11027,10,2024-12-21,PAR1,WH-B,Pickup
11028,10,2023-01-13,AMS1,WH-B,Standard
11029,10,2023-09-30,PAR1,WH-B,Standard
11030,10,2023-02-26,BER1,WH-C,Express
11031,10,2024-09-25,BER1,WH-B,Standard
11032,10,2024-07-11,PAR1,WH-B,Express
11033,10,2023-07-30,BER1,WH-A,Standard
11034,10,2023-03-31,PAR1,WH-B,Express
11035,10,2023-11-13,PAR1,WH-B,Pickup
11036,10,2023-03-16,PAR1,WH-B,Express
11037,10,2023-09-15,PAR1,WH-A,Pickup
11038,10,2024-05-23,BER1,WH-A,Pickup
11039,10,2023-02-23,AMS1,WH-A,Express
11040,10,2023-06-23,AMS1,WH-C,Pickup
11041,10,2024-04-14,PAR1,WH-B,Pickup
11042,10,2023-03-11,AMS1,WH-A,Pickup
11043,10,2023-03-18,PAR1,WH-B,Standard
11044,10,2024-05-17,AMS1,WH-A,Standard
11045,10,2023-12-23,BER1,WH-B,Pickup
11046,10,2023-03-14,AMS1,WH-A,Pickup
11047,10,2024-03-07,PAR1,WH-B,Standard
11048,10,2024-08-26,PAR1,WH-C,Pickup
11049,10,2023-06-24,PAR1,WH-C,Standard
11050,10,2023-10-30,PAR1,WH-A,Express
11051,10,2024-10-13,PAR1,WH-A,Express
11052,10,2023-07-22,BER1,WH-B,Standard
11053,10,2024-08-05,AMS1,WH-B,Express
11054,10,2024-12-21,PAR1,WH-A,Standard
11055,10,2024-12-14,PAR1,WH-A,Standard
11056,10,2023-08-10,BER1,WH-C,Pickup
11057,10,2024-06-29,PAR1,WH-C,Standard
11058,10,2023-04-04,PAR1,WH-A,Pickup
11059,10,2023-01-18,BER1,WH-C,Standard
11060,10,2023-03-12,PAR1,WH-A,Standard
11061,10,2024-11-27,PAR1,WH-C,Express
11062,10,2023-11-26,PAR1,WH-B,Standard
11063,10,2024-08-23,BER1,WH-B,Pickup
11064,10,2023-04-18,AMS1,WH-B,Pickup
11065,10,2023-03-07,BER1,WH-A,Standard
11066,10,2024-04-15,PAR1,WH-A,Express
11067,10,2024-03-05,AMS1,WH-C,Express
11068,10,2024-08-13,PAR1,WH-B,Standard
11069,10,2024-11-24,BER1,WH-B,Pickup
11070,10,2024-07-01,AMS1,WH-B,Standard
11071,10,2024-09-04,BER1,WH-A,Standard
11072,10,2024-03-30,BER1,WH-B,Pickup
11073,10,2024-01-26,AMS1,WH-B,Pickup
11074,10,2024-07-16,BER1,WH-A,Express
11075,10,2024-02-24,BER1,WH-A,Standard
11076,10,2023-10-05,PAR1,WH-B,Express
11077,10,2023-03-23,BER1,WH-B,Pickup
11078,10,2023-12-29,BER1,WH-B,Express
11079,10,2024-11-14,AMS1,WH-C,Standard
11080,10,2024-04-26,BER1,WH-C,Pickup
11081,10,2024-05-07,PAR1,WH-B,Express
11082,10,2023-12-16,AMS1,WH-A,Express
11083,10,2023-07-07,PAR1,WH-B,Express
11084,10,2023-01-25,PAR1,WH-A,Standard
11085,10,2024-02-08,AMS1,WH-A,Pickup
11086,10,2024-05-27,AMS1,WH-A,Pickup
11087,10,2023-04-21,AMS1,WH-B,Express
11088,10,2024-07-16,PAR1,WH-A,Express
11089,10,2023-09-22,PAR1,WH-A,Pickup
11090,10,2023-05-01,PAR1,WH-B,Express
11091,10,2024-01-02,AMS1,WH-A,Standard
11092,10,2024-01-25,PAR1,WH-A,Pickup
11093,10,2023-06-29,AMS1,WH-C,Pickup
11094,10,2024-06-07,BER1,WH-C,Express
11095,10,2024-12-07,BER1,WH-C,Express
11096,10,2023-07-31,BER1,WH-C,Standard
11097,10,2024-03-30,AMS1,WH-B,Express
11098,10,2023-02-04,BER1,WH-C,Express
11099,10,2023-01-25,AMS1,WH-B,Pickup
11100,10,2023-03-22,AMS1,WH-B,Pickup
11101,10,2023-04-07,BER1,WH-A,Express
11102,10,2023-04-17,BER1,WH-A,Standard
11103,10,2023-11-07,BER1,WH-B,Standard
11104,10,2023-05-04,PAR1,WH-C,Express
11105,10,2024-10-14,BER1,WH-C,Pickup
11106,10,2023-02-23,PAR1,WH-A,Express
11107,10,2023-09-02,BER1,WH-A,Pickup
11108,10,2024-07-13,BER1,WH-B,Pickup
11109,10,2023-04-12,AMS1,WH-C,Standard
11110,10,2024-06-25,PAR1,WH-A,Pickup
11111,10,2023-01-07,BER1,WH-A,Standard
11112,10,2023-09-15,BER1,WH-C,Standard
11113,10,2024-01-30,BER1,WH-B,Standard
11114,10,2023-01-07,BER1,WH-C,Express
11115,10,2023-04-15,PAR1,WH-B,Pickup
11116,10,2024-03-20,PAR1,WH-A,Standard
11117,10,2023-06-09,BER1,WH-B,Standard
11118,10,2023-09-25,BER1,WH-C,Express
11119,10,2024-10-19,AMS1,WH-B,Express
11120,10,2023-08-01,PAR1,WH-B,Express
11121,10,2023-02-25,AMS1,WH-B,Standard
11122,10,2024-04-10,AMS1,WH-B,Pickup
11123,10,2023-06-26,PAR1,WH-B,Standard
11124,10,2023-03-30,AMS1,WH-A,Pickup
11125,10,2024-06-13,BER1,WH-A,Express
11126,10,2024-06-20,BER1,WH-B,Pickup
11127,10,2024-12-31,AMS1,WH-B,Express
11128,10,2023-11-28,AMS1,WH-B,Standard
11129,10,2024-12-28,BER1,WH-B,Standard
11130,10,2023-12-06,PAR1,WH-C,Standard
11131,10,2024-10-17,PAR1,WH-B,Standard
11132,10,2024-01-21,AMS1,WH-B,Pickup
11133,10,2023-03-22,AMS1,WH-A,Pickup
11134,10,2023-05-25,PAR1,WH-B,Standard
11135,10,2023-01-17,AMS1,WH-C,Express
11136,10,2024-07-16,PAR1,WH-C,Standard
11137,10,2024-04-27,BER1,WH-A,Express
11138,10,2023-09-15,BER1,WH-B,Standard
11139,10,2023-11-08,AMS1,WH-B,Express
11140,10,2024-12-17,AMS1,WH-C,Pickup
11141,10,2023-07-07,PAR1,WH-C,Express
11142,10,2023-04-19,AMS1,WH-C,Pickup
11143,10,2024-06-05,PAR1,WH-B,Standard
11144,10,2024-05-16,PAR1,WH-C,Express
11145,10,2023-09-01,PAR1,WH-B,Express
11146,10,2024-11-16,AMS1,WH-B,Pickup
11147,10,2024-05-27,PAR1,WH-B,Pickup
11148,10,2024-08-15,BER1,WH-A,Standard
